rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat, country_long,city_lat,city_long
1164,2600,Construction & Engineering,Zhenda Huang & family,75.0,China,Shantou,Construction,Construction & Engineering,China,True,M,9/1/1947 0:00,Huang,Zhenda,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,23.354,116.682
1164,2600,Service,Dmitry Kamenshchik,54.0,Russia,Moscow,Airport,Service,Russia,True,M,4/26/1968 0:00,Kamenshchik,Dmitry,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756,55.7558,37.6172
1164,2600,Finance & Investments,Alicia Koplowitz,69.0,Spain,Madrid,"Construction, investments",Finance & Investments,Spain,False,F,9/12/1953 0:00,Koplowitz,Alicia,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922,40.4169,-3.7033
1164,2600,Real Estate,Adam Kwok,40.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,M,4/1/1983 0:00,Kwok,Adam,,,,,,22.3,114.2
1164,2600,Finance & Investments,Henry Laufer,77.0,United States,Lake Worth,Hedge funds,Finance & Investments,United States,True,M,8/13/1945 0:00,Laufer,Henry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
1164,2600,Food & Beverage,Louis Le Duff,76.0,France,Paris,Bakeries,Food & Beverage,France,True,M,8/1/1946 0:00,Le Duff,Louis,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749,48.8567,2.3522
1164,2600,Technology,Mark Leonard & family,66.0,Canada,Toronto,Software,Technology,Canada,True,M,5/6/1956 0:00,Leonard,Mark,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771,43.7417,-79.3733
1164,2600,Automotive,Li Guoqiang,59.0,China,Beijing,Auto dealerships,Automotive,China,True,M,1/1/1964 0:00,Li,Guoqiang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
1164,2600,Service,Li Yongxin,47.0,China,Beijing,Education,Service,China,True,M,3/9/1976 0:00,Li,Yongxin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
1164,2600,Finance & Investments,Peter Lim,69.0,Singapore,Singapore,Investments,Finance & Investments,Singapore,True,M,6/1/1953 0:00,Lim,Peter,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836,1.3,103.8
1164,2600,Diversified,Lu Weiding,52.0,China,Hangzhou,Diversified,Diversified,China,False,M,3/1/1971 0:00,Lu,Weiding,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,30.267,120.153
1164,2600,Service,Sergio Mantegazza,95.0,Switzerland,Lugano,Travel,Service,Switzerland,True,M,10/31/1927 0:00,Mantegazza,Sergio,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,46.005,8.9525
1164,2600,Finance & Investments,Hans Melchers,84.0,Netherlands,Vorden,"Chemicals, investments",Finance & Investments,Netherlands,True,M,4/28/1938 0:00,Melchers,Hans,115.91,"$909,070,395,161 ",17332850.0,52.132633,5.291266,,
1164,2600,Food & Beverage,C. Dean Metropoulos,76.0,United States,Palm Beach,Investments,Food & Beverage,United States,True,M,5/5/1946 0:00,Metropoulos,C. Dean,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.6945,-80.0408
1164,2600,Manufacturing,Hans Georg Naeder,61.0,Germany,Duderstadt,Prosthetics,Manufacturing,Germany,False,M,9/4/1961 0:00,Naeder,Hans Georg,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,51.5125,10.2597
1164,2600,Fashion & Retail,Falguni Nayar,60.0,India,Mumbai,Retailing,Fashion & Retail,India,True,F,2/19/1963 0:00,Nayar,Falguni,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,19.0761,72.8775
1164,2600,Finance & Investments,James Packer,55.0,United States,Los Angeles,Investments,Finance & Investments,Australia,False,M,9/8/1967 0:00,Packer,James,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1141,-118.4068
1164,2600,Logistics,Alexander Ponomarenko,58.0,Russia,Moscow,"Real estate, airport",Logistics,Russia,True,M,10/27/1964 0:00,Ponomarenko,Alexander,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756,55.7558,37.6172
1164,2600,Finance & Investments,Nicholas Pritzker,79.0,United States,Nicasio,"Hotels, investments",Finance & Investments,United States,False,M,1/1/1944 0:00,Pritzker,Nicholas,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
1164,2600,Food & Beverage,Alejandro Santo Domingo,46.0,United States,New York,Beer,Food & Beverage,United States,False,M,2/13/1977 0:00,Santo Domingo,Alejandro,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
1164,2600,Technology,Steven Sarowitz,57.0,United States,Highland Park,Payroll software,Technology,United States,True,M,11/7/1965 0:00,Sarowitz,Steven,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.1823,-87.8104
1164,2600,Technology,Steven Sarowitz,57.0,United States,Highland Park,Payroll software,Technology,United States,True,M,11/7/1965 0:00,Sarowitz,Steven,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.5006,-74.4283
1164,2600,Technology,Steven Sarowitz,57.0,United States,Highland Park,Payroll software,Technology,United States,True,M,11/7/1965 0:00,Sarowitz,Steven,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.4052,-83.0977
1164,2600,Technology,Steven Sarowitz,57.0,United States,Highland Park,Payroll software,Technology,United States,True,M,11/7/1965 0:00,Sarowitz,Steven,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.8311,-96.8012
1164,2600,Automotive,Maria-Elisabeth Schaeffler-Thumann,81.0,Germany,Herzogenaurach,Auto parts,Automotive,Germany,False,F,8/17/1941 0:00,Schaeffler-Thumann,Maria-Elisabeth,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,49.57,10.8819
1164,2600,Healthcare,Leonard Schleifer,70.0,United States,Tarrytown,Pharmaceuticals,Healthcare,United States,True,M,7/7/1952 0:00,Schleifer,Leonard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.0647,-73.8672
1164,2600,Manufacturing,Dieter Schnabel,77.0,Germany,Hamburg,Chemicals,Manufacturing,Germany,False,M,1/1/1946 0:00,Schnabel,Dieter,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,53.55,10.0
1164,2600,Energy,Michael S. Smith,67.0,United States,Miami Beach,Liquefied natural gas,Energy,United States,True,M,5/9/1955 0:00,Smith,Michael S.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,25.8171,-80.1396
1164,2600,Manufacturing,Julia Thiele-Schuerhoff,51.0,Germany,Munich,"Brakes, investments",Manufacturing,Germany,False,F,1/1/1972 0:00,Thiele-Schuerhoff,Julia,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,48.1375,11.575
1164,2600,Food & Beverage,John Tyson & family,69.0,United States,Springdale,Food processing,Food & Beverage,United States,False,M,9/5/1953 0:00,Tyson,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,36.1901,-94.1574
1164,2600,Food & Beverage,John Tyson & family,69.0,United States,Springdale,Food processing,Food & Beverage,United States,False,M,9/5/1953 0:00,Tyson,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.8769,-74.9724
1164,2600,Food & Beverage,John Tyson & family,69.0,United States,Springdale,Food processing,Food & Beverage,United States,False,M,9/5/1953 0:00,Tyson,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.2909,-84.476
1164,2600,Manufacturing,Anna Katharina Viessmann,,Germany,Battenberg,Heating and cooling equipment,Manufacturing,Germany,False,F,,Viessmann,Anna Katharina,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,,
1164,2600,Construction & Engineering,Jurgen Wirtgen,57.0,,,Construction Vehicles,Construction & Engineering,Germany,False,M,7/1/1965 0:00,Wirtgen,Jurgen,,,,,,,
1164,2600,Construction & Engineering,Stefan Wirtgen,52.0,,,Construction Vehicles,Construction & Engineering,Germany,False,M,7/1/1970 0:00,Wirtgen,Stefan,,,,,,,
1164,2600,Technology,Zhao Lixin,57.0,China,Shanghai,Electronics,Technology,China,True,M,1/1/1966 0:00,Zhao,Lixin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,31.2286,121.4747
1164,2600,Technology,Hongyi Zhou,52.0,China,Beijing,Security software,Technology,China,True,M,10/1/1970 0:00,Zhou,Hongyi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
1217,2500,Food & Beverage,S. Daniel Abraham,98.0,United States,Palm Beach,Slim-Fast,Food & Beverage,United States,True,M,8/15/1924 0:00,Abraham,S. Daniel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.6945,-80.0408
1217,2500,Fashion & Retail,Bill Alfond,74.0,United States,Boston,Shoes,Fashion & Retail,United States,False,M,5/16/1948 0:00,Alfond,Bill,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.3188,-71.0852
1217,2500,Fashion & Retail,Susan Alfond,77.0,United States,Scarborough,Shoes,Fashion & Retail,United States,False,F,7/19/1945 0:00,Alfond,Susan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,43.5911,-70.3682
1217,2500,Fashion & Retail,Ted Alfond,78.0,United States,Weston,Shoes,Fashion & Retail,United States,False,M,8/19/1944 0:00,Alfond,Ted,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.1006,-80.4054
1217,2500,Fashion & Retail,Ted Alfond,78.0,United States,Weston,Shoes,Fashion & Retail,United States,False,M,8/19/1944 0:00,Alfond,Ted,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.8906,-89.5487
1217,2500,Fashion & Retail,Ted Alfond,78.0,United States,Weston,Shoes,Fashion & Retail,United States,False,M,8/19/1944 0:00,Alfond,Ted,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.3589,-71.3001
1217,2500,Construction & Engineering,Riley Bechtel & family,71.0,United States,San Francisco,"Engineering, construction",Construction & Engineering,United States,False,M,3/25/1952 0:00,Bechtel,Riley,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.7558,-122.4449
1217,2500,Diversified,Thor Bjorgolfsson,56.0,United Kingdom,London,Investments,Diversified,Iceland,True,M,3/19/1967 0:00,Bjorgolfsson,Thor,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
1217,2500,Food & Beverage,Charles Bronfman,91.0,United States,Palm Beach,Liquor,Food & Beverage,Canada,False,M,6/27/1931 0:00,Bronfman,Charles,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.6945,-80.0408
1217,2500,Food & Beverage,Vivek Chand Burman,85.0,India,Delhi,Consumer goods,Food & Beverage,India,False,M,4/28/1937 0:00,Burman,Vivek Chand,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,28.61,77.23
1217,2500,Automotive,Herb Chambers,81.0,United States,Boston,Car dealerships,Automotive,United States,True,M,1/1/1942 0:00,Chambers,Herb,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.3188,-71.0852
1217,2500,Media & Entertainment,Cheng Yixiao,39.0,China,Beijing,Video streaming app,Media & Entertainment,China,True,M,1/1/1984 0:00,Cheng,Yixiao,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
1217,2500,Food & Beverage,Andrew Cherng,75.0,United States,Las Vegas,Fast food,Food & Beverage,United States,True,M,4/2/1948 0:00,Cherng,Andrew,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,36.2333,-115.2654
1217,2500,Food & Beverage,Andrew Cherng,75.0,United States,Las Vegas,Fast food,Food & Beverage,United States,True,M,4/2/1948 0:00,Cherng,Andrew,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,35.6011,-105.2206
1217,2500,Food & Beverage,Peggy Cherng,75.0,United States,Las Vegas,Fast food,Food & Beverage,United States,True,F,12/18/1947 0:00,Cherng,Peggy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,36.2333,-115.2654
1217,2500,Food & Beverage,Peggy Cherng,75.0,United States,Las Vegas,Fast food,Food & Beverage,United States,True,F,12/18/1947 0:00,Cherng,Peggy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,35.6011,-105.2206
1217,2500,Finance & Investments,Leon G. Cooperman,79.0,United States,Boca Raton,Hedge funds,Finance & Investments,United States,True,M,4/25/1943 0:00,Cooperman,Leon G.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.3752,-80.108
1217,2500,Manufacturing,Yadu Hari Dalmia & family,75.0,India,Delhi,Cement,Manufacturing,India,False,M,6/2/1947 0:00,Dalmia,Yadu Hari,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,28.61,77.23
1217,2500,Food & Beverage,Henry Davis,72.0,United States,Omaha,Beef processing,Food & Beverage,United States,False,M,2/16/1951 0:00,Davis,Henry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.2627,-96.0529
1217,2500,Metals & Mining,Oleg Deripaska,55.0,Russia,Moscow,"Aluminum, utilities",Metals & Mining,Russia,True,M,1/2/1968 0:00,Deripaska,Oleg,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756,55.7558,37.6172
1217,2500,Technology,Sergey Dmitriev,57.0,Cyprus,Paralimni,Software,Technology,Cyprus,True,M,3/11/1966 0:00,Dmitriev,Sergey,102.51,"$24,564,647,935 ",1198575.0,35.126413,33.429859,35.0333,33.9833
1217,2500,Finance & Investments,Joseph Edelman,67.0,United States,New York,Hedge funds,Finance & Investments,United States,True,M,6/10/1955 0:00,Edelman,Joseph,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
1217,2500,Manufacturing,Sandeep Engineer,61.0,India,Ahmedabad,Plastic pipes,Manufacturing,India,True,M,5/11/1961 0:00,Engineer,Sandeep,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,23.0225,72.5714
1217,2500,Energy,Alceu Elias Feldmann & family,73.0,Brazil,Curitiba,Fertilizer,Energy,Brazil,True,M,7/1/1949 0:00,Feldmann,Alceu Elias,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-25.4297,-49.2711
1217,2500,Technology,Serge Godin,73.0,Canada,Westmount,Information technology,Technology,Canada,True,M,11/17/1949 0:00,Godin,Serge,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771,45.4833,-73.6
1217,2500,Finance & Investments,Alec Gores,70.0,United States,Beverly Hills,Private equity,Finance & Investments,United States,True,M,3/18/1953 0:00,Gores,Alec,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.0786,-118.4021
1217,2500,Finance & Investments,Alec Gores,70.0,United States,Beverly Hills,Private equity,Finance & Investments,United States,True,M,3/18/1953 0:00,Gores,Alec,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.522,-83.2423
1217,2500,Finance & Investments,Alec Gores,70.0,United States,Beverly Hills,Private equity,Finance & Investments,United States,True,M,3/18/1953 0:00,Gores,Alec,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,28.9176,-82.4542
1217,2500,Fashion & Retail,Bill Haslam,64.0,United States,Knoxville,Gas stations,Fashion & Retail,United States,False,M,8/23/1958 0:00,Haslam,Bill,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,35.9692,-83.9496
1217,2500,Finance & Investments,J. Tomilson Hill,74.0,United States,New York,Investments,Finance & Investments,United States,True,M,5/24/1948 0:00,Hill,J. Tomilson,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
1217,2500,Media & Entertainment,Jay-Z,53.0,United States,New York,Music,Media & Entertainment,United States,True,M,12/4/1969 0:00,Jay-Z,,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
1217,2500,Automotive,Baba Kalyani,74.0,India,Pune,Engineering,Automotive,India,False,M,1/7/1949 0:00,Kalyani,Baba,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,18.5203,73.8567
1217,2500,Energy,Saban Cemil Kazanci,62.0,Turkey,Istanbul,Energy,Energy,Turkey,False,M,2/13/1961 0:00,Kazanci,Saban Cemil,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322,41.0136,28.955
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,35.92,-86.8516
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.4759,-74.5515
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.8854,-88.0104
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.0862,-71.4113
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.4948,-86.0544
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.5954,-75.019
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.5538,-84.2952
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,36.7177,-86.5595
1217,2500,Real Estate,Brad Kelley,66.0,United States,Franklin,Tobacco,Real Estate,United States,True,M,12/23/1956 0:00,Kelley,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,43.4499,-71.6691
1217,2500,Construction & Engineering,Wolfgang Leitner,70.0,Austria,Graz,Engineering,Construction & Engineering,Austria,True,M,3/27/1953 0:00,Leitner,Wolfgang,118.06,"$446,314,739,528 ",8877067.0,47.516231,14.550072,47.0708,15.4386
1217,2500,Manufacturing,Li Hongxin & family,70.0,China,Yanzhou,Paper & related products,Manufacturing,China,True,M,3/7/1953 0:00,Li,Hongxin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,,
1217,2500,Real Estate,Lin Chen-hai,76.0,Taiwan,Taipei,Real estate,Real Estate,Taiwan,True,M,3/1/1947 0:00,Lin,Chen-hai,,,,,,25.0375,121.5625
1217,2500,Fashion & Retail,Lu Yiwen,36.0,China,Shenzhen,Jewelry,Fashion & Retail,China,True,F,1/1/1987 0:00,Lu,Yiwen,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
1217,2500,Food & Beverage,Prayudh Mahagitsiri,77.0,Thailand,Bangkok,"Coffee, shipping",Food & Beverage,Thailand,False,M,1/1/1946 0:00,Mahagitsiri,Prayudh,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541,13.7525,100.4942
1217,2500,Healthcare,Willy Michel,76.0,Switzerland,Burgdorf,Medical devices,Healthcare,Switzerland,True,M,1/1/1947 0:00,Michel,Willy,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,47.05,7.6167
1217,2500,Automotive,Lachhman Das Mittal,92.0,India,Delhi,Tractors,Automotive,India,False,M,11/5/1930 0:00,Mittal,Lachhman Das,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,28.61,77.23
1217,2500,Technology,Bobby Murphy,34.0,United States,Venice,Snapchat,Technology,United States,True,M,7/19/1988 0:00,Murphy,Bobby,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,27.1184,-82.4137
1217,2500,Real Estate,Tomas Olivo Lopez,49.0,Spain,Marbella,Shopping centers,Real Estate,Spain,True,M,1/1/1974 0:00,Olivo Lopez,Tomas,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922,36.5167,-4.8833
1217,2500,Manufacturing,Eren Ozmen,64.0,United States,Reno,Aerospace,Manufacturing,United States,True,F,9/3/1958 0:00,Ozmen,Eren,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.5497,-119.8483
1217,2500,Finance & Investments,John Pritzker,69.0,United States,San Francisco,"Hotels, investments",Finance & Investments,United States,False,M,8/10/1953 0:00,Pritzker,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.7558,-122.4449
1217,2500,Technology,Qiu Minxiu,77.0,China,Shangyu,Semiconductors,Technology,China,True,F,9/17/1945 0:00,Qiu,Minxiu,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,,
1217,2500,Diversified,Ferit Faik Sahenk,59.0,Turkey,Istanbul,Diversified,Diversified,Turkey,False,M,3/18/1964 0:00,Sahenk,Ferit Faik,234.44,"$754,411,708,203 ",83429615.0,38.963745,35.243322,41.0136,28.955
1217,2500,Metals & Mining,Wenrong Shen,77.0,China,Zhangjiagang,Steel production,Metals & Mining,China,True,M,2/13/1946 0:00,Shen,Wenrong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,,
1217,2500,Diversified,Yuzhu Shi,60.0,China,Shanghai,"Online games, investments",Diversified,China,True,M,9/1/1962 0:00,Shi,Yuzhu,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,31.2286,121.4747
1217,2500,Real Estate,Jeff Sutton,63.0,United States,New York,Real estate,Real Estate,United States,True,M,1/17/1960 0:00,Sutton,Jeff,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
1217,2500,Diversified,"Henry Sy, Jr.",69.0,Philippines,Manila,Diversified,Diversified,Philippines,False,M,1/1/1954 0:00,Sy,Henry,129.61,"$376,795,508,680 ",108116615.0,12.879721,121.774017,14.5958,120.9772
1217,2500,Diversified,Andrew Tan,71.0,Philippines,Manila,Diversified,Diversified,Philippines,True,M,2/1/1952 0:00,Tan,Andrew,129.61,"$376,795,508,680 ",108116615.0,12.879721,121.774017,14.5958,120.9772
1217,2500,Energy,Arvind Tiku,53.0,Singapore,Singapore,"Oil & gas, investments",Energy,India,True,M,2/22/1970 0:00,Tiku,Arvind,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836,1.3,103.8
1217,2500,Finance & Investments,Byron Trott,64.0,United States,Winnetka,Investments,Finance & Investments,United States,True,M,12/2/1958 0:00,Trott,Byron,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.1064,-87.7421
1217,2500,Real Estate,Donald Trump,76.0,United States,Palm Beach,Real estate,Real Estate,United States,False,M,6/14/1946 0:00,Trump,Donald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.6945,-80.0408
1217,2500,Automotive,Peter Unger,78.0,Germany,Neustadt an der Waldnaab,Auto repair,Automotive,Germany,True,M,8/20/1944 0:00,Unger,Peter,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,,
1217,2500,Fashion & Retail,Roger Wang,74.0,China,Nanjing,Retail,Fashion & Retail,United States,True,M,1/1/1949 0:00,Wang,Roger,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,32.0608,118.7789
1217,2500,Media & Entertainment,Oprah Winfrey,69.0,United States,Montecito,TV shows,Media & Entertainment,United States,True,F,1/29/1954 0:00,Winfrey,Oprah,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.4384,-119.6309
1217,2500,Food & Beverage,Wu Zhigang & family,88.0,China,Shenyang,Bakery chain,Food & Beverage,China,True,M,1/14/1935 0:00,Wu,Zhigang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,41.8025,123.4281
1217,2500,Metals & Mining,Xie Weitong,66.0,Singapore,,Cobalt,Metals & Mining,Taiwan,True,M,1/1/1957 0:00,Xie,Weitong,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836,,
1217,2500,Fashion & Retail,Ye Guofu,45.0,China,Guangzhou,Retail,Fashion & Retail,China,True,M,1/1/1978 0:00,Ye,Guofu,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,23.13,113.26
1272,2400,Technology,Brian Acton,51.0,United States,Palo Alto,WhatsApp,Technology,United States,True,M,2/17/1972 0:00,Acton,Brian,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.3905,-122.1468
1272,2400,Automotive,Abdulla Al Futtaim & family,83.0,United Arab Emirates,Dubai,"Auto dealers, investments",Automotive,United Arab Emirates,False,M,1/1/1940 0:00,Al Futtaim,Abdulla,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818,25.2631,55.2972
1272,2400,Energy,Edward Bass,77.0,United States,Fort Worth,"Oil, investments",Energy,United States,False,M,9/10/1945 0:00,Bass,Edward,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.7817,-97.3474
1272,2400,Media & Entertainment,Koos Bekker,70.0,South Africa,Cape Town,"Media, investments",Media & Entertainment,South Africa,True,M,12/14/1952 0:00,Bekker,Koos,158.93,"$351,431,649,241 ",58558270.0,-30.559482,22.937506,-33.9253,18.4239
1272,2400,Healthcare,Otto Philipp Braun,45.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,M,1/1/1978 0:00,Braun,Otto Philipp,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,51.1333,9.55
1272,2400,Fashion & Retail,Chen Tei-fu,74.0,United States,Los Angeles,Herbal products,Fashion & Retail,Taiwan,True,M,4/19/1948 0:00,Chen,Tei-fu,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1141,-118.4068
1272,2400,Fashion & Retail,Abilio dos Santos Diniz,86.0,Brazil,Sao Paulo,Retail,Fashion & Retail,Brazil,False,M,12/28/1936 0:00,Diniz,Abilio dos Santos,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-23.55,-46.6333
1272,2400,Finance & Investments,Marcel Erni,58.0,Switzerland,Zug,Private equity,Finance & Investments,Switzerland,True,M,1/1/1965 0:00,Erni,Marcel,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,47.1681,8.5169
1272,2400,Fashion & Retail,Doris Fisher,91.0,United States,San Francisco,Gap,Fashion & Retail,United States,True,F,8/23/1931 0:00,Fisher,Doris,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.7558,-122.4449
1272,2400,Finance & Investments,Gerald Ford,78.0,United States,Dallas,Banking,Finance & Investments,United States,True,M,8/4/1944 0:00,Ford,Gerald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.7935,-96.7667
